i_source,j_destination,dij_distance
33,27,1988.59
33,28,2367.8
33,29,2619.59
33,30,1090.68
33,31,2404.59
33,32,1017.43
33,33,0
33,34,1350.8
33,35,671.28
33,36,2489.77
33,37,989.39
33,38,424.67
33,39,10.88
33,40,711.72
33,41,1301.62
33,42,2976.77
33,43,2628.22
33,44,363.48
33,45,389.21
33,46,2697.48
33,47,2844.05
33,48,1532.56
33,49,1473.03
33,50,2526.24
34,1,1479.31
34,2,1024.72
34,3,1231.02
34,4,1351.61
34,5,24.72
34,6,17.08
34,7,1398.77
34,8,1537.85
34,9,1644.2
34,10,963.31
34,11,2018.1
34,12,1640.6
34,13,1627.6
34,14,772.24
34,15,1956.84
34,16,118.36
34,17,118.36
34,18,310.51
34,19,1009.31
34,20,966.87
34,21,1775.43
34,22,1499.51
34,23,1428.13
34,24,1393.05
34,25,1356.79
34,26,1367.16
34,27,946.01
34,28,1022.9
34,29,1454.17
34,30,354.31
34,31,1256.13
34,32,762.68
34,33,1350.8
34,34,0
34,35,1204.63
34,36,1142.8
34,37,1956.84
34,38,1694.83
34,39,1354.11
34,40,1258.91
34,41,210.82
34,42,1850.6
34,43,1284.73
34,44,989.42
34,45,1677.47
34,46,1514.19
34,47,1694.82
34,48,203.31
34,49,126.07
34,50,1402.21
35,1,2144.83
35,2,2164.21
35,3,2040.97
35,4,668.37
35,5,1219.01
35,6,1209.09
35,7,1914.68
35,8,333.48
35,9,698.76
35,10,1229.04
35,11,2501.05
35,12,517.35
35,13,2181.01
35,14,496.15
35,15,752.63
35,16,1268.43
35,17,1268.43
35,18,924.51
35,19,1504.3
35,20,1233.91
35,21,2340.03
35,22,705.13
35,23,2108.27
35,24,1907.73
35,25,666.69
35,26,692.08
35,27,1379.4
35,28,2162.94
35,29,2085.12
35,30,883.93
35,31,1831.99
35,32,511.88
35,33,671.28
35,34,1204.63
35,35,0
35,36,2325.3
35,37,752.63
35,38,634.56
35,39,666.55
35,40,32.92
35,41,1095.23
35,42,2356.99
35,43,2461.54
35,44,658.68
35,45,725.56
35,46,2155
35,47,2256.17
35,48,1407.27
35,49,1329.87
35,50,1914.69
36,1,996.79
36,2,188.97
36,3,844.03
36,4,2490.78
36,5,1122.23
36,6,1132.79
36,7,1229.69
36,8,2619.82
36,9,2782.67
36,10,1549.65
36,11,1545.89
36,12,2776.82
36,13,1241.88
36,14,1841.77
36,15,3033.83
36,16,1055.58
36,17,1055.58
36,18,1442.72
36,19,1090.52
36,20,1549.81
36,21,1305.58
36,22,2637.01
36,23,990.4
36,24,1229.04
36,25,2496.32
36,26,2503.17
36,27,1170.14
36,28,187.24
36,29,1032.39
36,30,1496.82
36,31,1031
36,32,1828.67
36,33,2489.77
36,34,1142.8
36,35,2325.3
36,36,0
36,37,3033.83
36,38,2836.59
36,39,2493.5
36,40,2348.81
36,41,1284.11
36,42,1390.13
36,43,213.01
36,44,2125
36,45,2815.32
36,46,1051.13
36,47,1213.83
36,48,1010.11
36,49,1026.93
36,50,1235.81
37,1,2833.23
37,2,2880.03
37,3,2731.94
37,4,985.18
37,5,1970.48
37,6,1960.76
37,7,2448.75
37,8,419.17
37,9,638.06
37,10,1668.99
37,11,2988.3
37,12,553.63
37,13,2757.9
37,14,1237.95
37,15,0
37,16,2012.9
37,17,2012.9
37,18,1671.31
37,19,2193.44
37,20,1672.53
37,21,2888.92
37,22,792.95
37,23,2781.05
37,24,2441.9
37,25,978.25
37,26,961.69
37,27,2050.48
37,28,2879
37,29,2772.42
37,30,1636.19
37,31,2510.43
37,32,1251.2
37,33,989.39
37,34,1956.84
37,35,752.63
37,36,3033.83
37,37,0
37,38,568.2
37,39,980.64
37,40,731.04
37,41,1841.35
37,42,2885.13
37,43,3179.96
37,44,1268.46
37,45,642.97
37,46,2832.96
37,47,2835.65
37,48,2155.44
37,49,2078.81
37,50,2447.37
38,1,2777.08
38,2,2713.53
38,3,2674.26
38,4,420.86
38,5,1713.51
38,6,1703
38,7,2546.31
38,8,528.79
38,9,73.4
38,10,1867.67
38,11,3141.86
38,12,117.82
38,13,2816.22
38,14,1110.35
38,15,568.2
38,16,1779.17
38,17,1779.17
38,18,1395.18
38,19,2143.28
38,20,1872.42
38,21,2972.12
38,22,247.64
38,23,2742.06
38,24,2539.21
38,25,413.73
38,26,398.52
38,27,2015.04
38,28,2712.01
38,29,2718.56
38,30,1394.25
38,31,2469.25
38,32,1125.89
38,33,424.67
38,34,1694.83
38,35,634.56
38,36,2836.59
38,37,568.2
38,38,0
38,39,416.4
38,40,660.17
38,41,1613.76
38,42,2985.51
38,43,2977.91
38,44,778.3
38,45,113.68
38,46,2788.08
38,47,2895.33
38,48,1905.43
38,49,1825.04
38,50,2546.24
39,1,2678.18
39,2,2372.54
39,3,2527.15
39,4,5.22
39,5,1374.65
39,6,1364.69
39,7,2524.63
39,8,822.7
39,9,353.44
39,10,1868.24
39,11,3113.97
39,12,455.46
39,13,2781.81
39,14,1002.24
39,15,980.64
39,16,1450.76
39,17,1450.76
39,18,1065.86
39,19,2095.5
39,20,1873.4
39,21,2919.76
39,22,200.84
39,23,2648.4
39,24,2517.58
39,25,3
39,26,17.73
39,27,1988.09
39,28,2370.78
39,29,2619.73
39,30,1092.98
39,31,2404.69
39,32,1016.07
39,33,10.88
39,34,1354.11
39,35,666.55
39,36,2493.5
39,37,980.64
39,38,416.4
39,39,0
39,40,706.64
39,41,1303.58
39,42,2976.11
39,43,2632.13
39,44,367.43
39,45,381.22
39,46,2697.65
39,47,2843.83
39,48,1536.23
39,49,1476.3
39,50,2525.63
40,1,2188.62
40,2,2191.35
40,3,2083.24
40,4,708.66
40,5,1273.15
40,6,1263.09
40,7,1956.12
40,8,301.66
40,9,730.09
40,10,1280.98
40,11,2551.38
40,12,549.09
40,13,2228.26
40,14,550.73
40,15,731.04
40,16,1325.83
40,17,1325.83
40,18,969.96
40,19,1539.71
40,20,1286.02
40,21,2383.3
40,22,751.53
40,23,2149.87
40,24,1949
40,25,706.67
40,26,732.42
40,27,1420.7
40,28,2190.11
40,29,2133.99
40,30,931.58
40,31,1875.95
40,32,567.34
40,33,711.72
40,34,1258.91
40,35,32.92
40,36,2348.81
40,37,731.04
40,38,660.17
40,39,706.64
40,40,0
40,41,1148.08
40,42,2398.57
40,43,2485.69
40,44,688.5
40,45,753.03
40,46,2198.12
40,47,2306.72
40,48,1461.55
40,49,1385.66
40,50,1956.02
41,1,1384.96
41,2,1126.97
41,3,1230.99
41,4,1301.76
41,5,206.99
41,6,202.79
41,7,1251.8
41,8,1419.83
41,9,1565.36
41,10,792.36
41,11,1884.25
41,12,1555.79
41,13,1489.84
41,14,617.41
41,15,1841.35
41,16,239.33
41,17,239.33
41,18,338.63
41,19,851.72
41,20,796.33
41,21,1647.8
41,22,1423.37
41,23,1363.32
41,24,1245.73
41,25,1305.95
41,26,1316.76
41,27,793.33
41,28,1125.48
41,29,1330.54
41,30,258.49
41,31,1114.4
41,32,605.28
41,33,1301.62
41,34,210.82
41,35,1095.23
41,36,1284.11
41,37,1841.35
41,38,1613.76
41,39,1303.58
41,40,1148.08
41,41,0
41,42,1704.23
41,43,1422.27
41,44,942.97
41,45,1602.44
41,46,1412.85
41,47,1560.86
41,48,386.34
41,49,306.31
41,50,1254.44
42,1,405.61
42,2,1207.28
42,3,649.83
42,4,2975.65
42,5,1828.48
42,6,1835.05
42,7,453.63
42,8,2674.93
42,9,3056.63
42,10,1227.5
42,11,206.63
42,12,2877.16
42,13,227.84
42,14,1963.5
42,15,2885.13
42,16,1768.12
42,17,1768.12
42,18,2048.42
42,19,907.35
42,20,1223.33
42,21,84.24
42,22,3048.1
42,23,427.36
42,24,461.12
42,25,2977.77
42,26,2983.09
42,27,992.17
42,28,1209.6
42,29,406.43
42,30,1975.92
42,31,639.89
42,32,1950.37
42,33,2976.77
42,34,1850.6
42,35,2356.99
42,36,1390.13
42,37,2885.13
42,38,2985.51
42,39,2976.11
42,40,2398.57
42,41,1704.23
42,42,0
42,43,1523.06
42,44,2633.43
42,45,3079.25
42,46,341.43
42,47,157.47
42,48,1798.35
42,49,1789.88
42,50,452.23
43,1,1127.69
43,2,315.04
43,3,978.12
43,4,2629.34
43,5,1265.68
43,6,1275.81
43,7,1356.81
43,8,2754.49
43,9,2929.09
43,10,1708.08
43,11,1677.28
43,12,2923.26
43,13,1370.15
43,14,1981.23
43,15,3179.96
43,16,1203.36
43,17,1203.36
43,18,1583.93
43,19,1254.6
43,20,1708.02
43,21,1438.17
43,22,2782.14
43,23,1127.21
43,24,1357.08
43,25,2634.96
43,26,2649.87
43,27,1336.51
43,28,314.53
43,29,1162.32
43,30,1639.43
43,31,1155.77
43,32,1968.64
43,33,2628.22
43,34,1284.73
43,35,2461.54
43,36,213.01
43,37,3179.96
43,38,2977.91
43,39,2632.13
43,40,2485.69
43,41,1422.27
43,42,1523.06
43,43,0
43,44,2264.68
43,45,2969.16
43,46,1184.26
43,47,1341.26
43,48,1149.85
43,49,1168.2
43,50,1362.95
44,1,2320.91
44,2,2009.47
44,3,2168.58
44,4,364.68
44,5,1011.05
44,6,1000.89
44,7,2180.4
44,8,924.82
44,9,726.17
44,10,1628.04
44,11,2811.64
44,12,755.15
44,13,2427
44,14,778.69
44,15,1268.46
44,16,1089.95
44,17,1089.95
44,18,706.05
44,19,1748.02
44,20,1633.45
44,21,2575.91
44,22,561.23
44,23,2289.71
44,24,2173.59
44,25,370.11
44,26,383.6
44,27,1693.7
44,28,2007.63
44,29,2268.14
44,30,734.88
44,31,2047.29
44,32,790.16
44,33,363.48
44,34,989.42
44,35,658.68
44,36,2125
44,37,1268.46
44,38,778.3
44,39,367.43
44,40,688.5
44,41,942.97
44,42,2633.43
44,43,2264.68
44,44,0
44,45,741.74
44,46,2344.46
44,47,2495.26
44,48,1173.55
44,49,1114.14
44,50,2182.02
45,1,2870.51
45,2,2699.18
45,3,2755.99
45,4,385.7
45,5,1696.39
45,6,1686.15
45,7,2635.69
45,8,631.99
45,9,53.78
45,10,1959.82
45,11,3229.33
45,12,233.97
45,13,2907.02
45,14,1185.92
45,15,642.97
45,16,1769.35
45,17,1769.35
45,18,1377.13
45,19,2226.4
45,20,1964.65
45,21,3063.17
45,22,225.5
45,23,2827.53
45,24,2628.57
45,25,378.23
45,26,368.67
45,27,2106.11
45,28,2697.62
45,29,2803.56
45,30,1378.82
45,31,2552.19
45,32,1201.47
45,33,389.21
45,34,1677.47
45,35,725.56
45,36,2815.32
45,37,642.97
45,38,113.68
45,39,381.22
45,40,753.03
45,41,1602.44
45,42,3079.25
45,43,2969.16
45,44,741.74
45,45,0
45,46,2883.02
45,47,2984.64
45,48,1886.12
45,49,1804.88
45,50,2635.78
46,1,52.38
46,2,867.95
46,3,293.27
46,4,2696.77
46,5,1492.26
46,6,1499.36
46,7,376.74
46,8,2453.99
46,9,2849.34
46,10,1164.41
46,11,504.89
46,12,2675.15
46,13,248.92
46,14,1716.71
46,15,2832.96
46,16,1433.16
46,17,1433.16
46,18,1753.72
46,19,708.03
46,20,1160.88
46,21,263.49
46,22,2822.01
46,23,90.67
46,24,374.93
46,25,2699.51
46,26,2714.73
46,27,787.11
46,28,870.17
46,29,80.3
46,30,1684.47
46,31,330.46
46,32,1703.7
46,33,2697.48
46,34,1514.19
46,35,2155
46,36,1051.13
46,37,2832.96
46,38,2788.08
46,39,2697.65
46,40,2198.12
46,41,1412.85
46,42,341.43
46,43,1184.26
46,44,2344.46
46,45,2883.02
46,46,0
46,47,164.9
46,48,1454.16
46,49,1452.11
46,50,380.99
47,1,225.19
47,2,1030.44
47,3,478.28
47,4,2843.14
47,5,1672.65
47,6,1679.55
47,7,408.48
47,8,2560.37
47,9,2961.57
47,10,1169.28
47,11,347.76
47,12,2779.86
47,13,134.77
47,14,1862.91
47,15,2835.65
47,16,1615.45
47,17,1615.45
47,18,1903.5
47,19,795.98
47,20,1165.5
47,21,101.77
47,22,2943.54
47,23,247.71
47,24,416.62
47,25,2845.6
47,26,2860.89
47,27,888.41
47,28,1032.73
47,29,221.95
47,30,1832.63
47,31,471.38
47,32,1849.71
47,33,2844.05
47,34,1694.82
47,35,2256.17
47,36,1213.83
47,37,2835.65
47,38,2895.33
47,39,2843.83
47,40,2306.72
47,41,1560.86
47,42,157.47
47,43,1341.26
47,44,2495.26
47,45,2984.64
47,46,164.9
47,47,0
47,48,1637.77
47,49,1627.67
47,50,409.57
48,1,1413.85
48,2,899.26
48,3,1168.93
48,4,1533.56
48,5,186.64
48,6,200.92
48,7,1355.78
48,8,1741.65
48,9,1848.82
48,10,1058.48
48,11,1962.01
48,12,1849.35
48,13,1585.68
48,14,974.89
48,15,2155.44
48,16,151.54
48,17,151.54
48,18,502.56
48,19,999.05
48,20,1061.51
48,21,1722.06
48,22,1700.16
48,23,1374.71
48,24,1350.66
48,25,1538.99
48,26,1553.92
48,27,951.67
48,28,897.18
48,29,1392.51
48,30,568.96
48,31,1210.85
48,32,964.49
48,33,1532.56
48,34,203.31
48,35,1407.27
48,36,1010.11
48,37,2155.44
48,38,1905.43
48,39,1536.23
48,40,1461.55
48,41,386.34
48,42,1798.35
48,43,1149.85
48,44,1173.55
48,45,1886.12
48,46,1454.16
48,47,1637.77
48,48,0
48,49,89.1
48,50,1359.86
49,1,1413.84
49,2,912.11
49,3,1166.45
49,4,1473.83
49,5,103.26
49,6,115
49,7,1334.47
49,8,1663.62
49,9,1772.79
49,10,978.3
49,11,1959.48
49,12,1765.72
49,13,1564.28
49,14,900.32
49,15,2078.81
49,16,63.82
49,17,63.82
49,18,423.58
49,19,965.98
49,20,981.46
49,21,1712.23
49,22,1624.38
49,23,1369.49
49,24,1329.02
49,25,1478.96
49,26,1493.96
49,27,914.37
49,28,910.23
49,29,1387.08
49,30,485.98
49,31,1190.71
49,32,889.42
49,33,1473.03
49,34,126.07
49,35,1329.87
49,36,1026.93
49,37,2078.81
49,38,1825.04
49,39,1476.3
49,40,1385.66
49,41,306.31
49,42,1789.88
49,43,1168.2
49,44,1114.14
49,45,1804.88
49,46,1452.11
49,47,1627.67
49,48,89.1
49,49,0
49,50,1338.32
50,1,407.02
50,2,1049.27
50,3,421.14
50,4,2525.15
50,5,1381.67
50,6,1387.24
50,7,6.14
50,8,2213.81
50,9,2618.07
50,10,781.38
50,11,650.6
50,12,2431.45
50,13,295.34
50,14,1521.64
50,15,2447.37
50,16,1323.77
50,17,1323.77
50,18,1590.82
50,19,457.55
50,20,777.77
50,21,465.19
50,22,2607.35
50,23,345.97
50,24,9.54
50,25,2527.3
50,26,2533.92
50,27,545.94
50,28,1051.08
50,29,372.08
50,30,1523.58
50,31,225.59
50,32,1508.71
50,33,2526.24
50,34,1402.21
50,35,1914.69
50,36,1235.81
50,37,2447.37
50,38,2546.24
50,39,2525.63
50,40,1956.02
50,41,1254.44
50,42,452.23
50,43,1362.95
50,44,2182.02
50,45,2635.78
50,46,380.99
50,47,409.57
50,48,1359.86
50,49,1338.32
50,50,0
